이름,도로명주소,위도,경도
서울삼보우편취급국,서울특별시 양천구 지양로 46-1 (신월동),,
서울신월1동우편취급국,서울특별시 양천구 곰달래로10길 9 (신월동),,
서울신월2동우체국,서울특별시 양천구 중앙로 309 (신월동),,
서울신월3동우체국,서울특별시 양천구 남부순환로 364 (신월동),,
서울신정1동우체국,서울특별시 양천구 신월로 368 (신정동),,
서울신정3동우체국,서울특별시 양천구 신정로 306 (신정동),,
서울신정6동우편취급국,서울특별시 양천구 신목로5길 23 (신정동),,
서울신정단지우편취급국,서울특별시 양천구 신월로 318 (신정동),,
서울양천우체국,"서울특별시 양천구 목동동로 411 1층 (목동, 부영그린타운3차)",,
동서울물류센터,서울특별시 광진구 구남길2 (구의동 587),,
서서울물류센터,서울특별시 양천구 목5동 서울양천우체국,,
덕성여자대학교우편취급국,"서울특별시 도봉구 삼양로144길 33 (쌍문동,덕성여자대학교)",,
서울강북우체국,서울특별시 강북구 솔매로50길 55 (미아동),,
서울도봉1동우체국,서울특별시 도봉구 도봉로 871 (도봉동),,
서울도봉우체국,서울특별시 도봉구 노해로 150 (쌍문동),,
서울방학2동우편취급국,서울특별시 도봉구 도당로13길 29-14 (방학동),,
서울방학동우체국,서울특별시 도봉구 도봉로 686 (방학동),,
서울번2동우체국,서울특별시 강북구 오현로35길 65 (번동),,
서울번3동우체국,서울특별시 강북구 한천로105길 27 (번동),,
서울북부지방법원우체국,서울특별시 도봉구 마들로 749 (도봉동),,
서울삼각산동우편취급국,서울특별시 강북구 삼양로19길 59 (미아동),,
서울삼양동우체국,서울특별시 강북구 삼양로 229 (미아동),,
서울송천동우체국,서울특별시 강북구 도봉로 71 (미아동),,
서울수유3동우체국,서울특별시 강북구 도봉로 383 (수유동),,
서울수유동우체국,서울특별시 강북구 삼양로 468 (수유동),,
서울쌍문2동우체국,서울특별시 도봉구 도봉로125길 88 (쌍문동),,
서울쌍문한양우편취급국,서울특별시 도봉구 도봉로103길 10 (쌍문동),,
서울우이동우편취급국,"서울특별시 강북구 삼양로 660 (우이동,성원아파트 상가)",,
서울인수동우편취급국,서울특별시 강북구 수유로 58 (수유동),,
서울창2동우편취급국,서울특별시 도봉구 덕릉로 233-5 (창동),,
서울창5동우체국,서울특별시 도봉구 노해로 309 (창동),,
서울창동동아우편취급국,서울특별시 도봉구 노해로 389  B107 (창동),,
서울가산동우체국,서울특별시 금천구 남부순환로 1288,,
서울가산디지털우체국,"서울특별시 금천구 가산디지털2로 108, 105호",,
서울개봉2동우편취급국,"서울특별시 구로구 개봉로 53, 2층",,
서울고척1동우편취급국,"서울특별시 구로구 중앙로3길 53 B동 101호 (고척동, 동국종합상가)",,
서울고척2동우편취급국,서울특별시 구로구 경인로33바길 5-1 (고척동),,
서울고척동우체국,서울특별시 구로구 중앙로 76,,
서울구로1동우체국,서울특별시 구로구  구일로 64,,
서울구로4동우체국,서울특별시 구로구  구로동로 130-2,,
서울구로5동우편취급국,서울특별시 구로구 공원로 71,,
서울구로디지털단지우체국,"서울특별시 구로구 디지털로26길 144 (구로동,구로단지우체국)",,
서울구로역전우편취급국,"서울특별시 구로구 경인로53길 15 1층 (구로동, 중앙유통단지)",,
서울구로우체국,서울특별시 구로구 금오로 931 (천왕동),,
서울궁동우편취급국,서울특별시 구로구 부일로 11길 38 1층,,
서울금천우체국,"서울특별시 금천구 시흥대로 410 (독산동,서울금천우체국)",,
서울동구로우체국,"서울특별시 구로구 구로중앙로18길 5 (구로동,현대오피스텔)",,
서울성공회대우편취급국,서울특별시 구로구 연동로 320,,
서울시흥1동우체국,서울특별시 금천구 독산로 123,,
서울시흥3동우편취급국,서울특별시 금천구 시흥대로 77,,
서울시흥동우체국,서울특별시 금천구 시흥대로 217,,
서울신도림우체국,"서울특별시 구로구 경인로67길 23,  207호",,
서울오류동우체국,서울특별시 구로구 경인로 227,,
서울오류역전우편취급국,"서울특별시 구로구 경인로20길 13 (오류동,철도청중앙보급사무소)",,
우편고객센터,"서울특별시 영등포구 영중로 83 (영등포동7가, 한국우편사업진흥원)",,
덕적우체국,인천광역시 옹진군 덕적면 덕적북로133번길 40 (덕적우체국),,
북도우체국,인천광역시 옹진군 북도면 시도로 97 (북도우체국),,
연세대학교국제캠퍼스취급국,"인천광역시 연수구 송도과학로 85 (송도동,연세대학교  국제캠퍼스)",,
연평우체국,인천광역시 옹진군 연평면 연평로137번길 13 (연평우체국),,
영종우체국,인천광역시 중구 운남로128번길 7 (운남동),,
영흥우체국,인천광역시 옹진군 영흥면 영흥로 410 (영흥우체국),,
인천공항우편취급국,"인천광역시 중구 공항로 272, 제1여객터미널 2층 (운서동)",,
인천대학교우편취급국,인천광역시 연수구 아카데미로 119 (송도동),,
인천동춘2동우편취급국,"인천광역시 연수구 먼우금로63번길 13, 114호 (동춘동)",,
인천만석동우체국,"인천광역시 동구 제물량로 341 (만석동,만석우체국)",,
인천송도G-타워우체국,"인천광역시 연수구 아트센터대로 175 (송도동,G타워)",,
인천송도동우체국,"인천광역시 연수구 하모니로35번길 2 (송도동,인천송도동우체국)",,
인천송림동우체국,"인천광역시 동구 동산로 90 (송림동,인천송림동우체국)",,
인천연수2동우편취급국,인천광역시 연수구 샘말로8번길 20 (연수동),,
인천연수동우체국,인천광역시 연수구 비류대로 436 (연수동),,
인천옥련동우체국,"인천광역시 연수구 한진로38번길 9 (옥련동,인천옥련동우체국)",,
인천용유동우편취급국,인천광역시 중구 마시란로 314-32 (남북동),,
인천우체국,"인천광역시 연수구 함박뫼로 226 (연수동,인천우체국)",,
인천운남동우체국,인천광역시 중구 운남동 1699-6,,
인천운서동우체국,인천광역시 중구 흰바위로27번길 6 (운서동),,
인천유통센터우편취급국,"인천광역시 동구 방축로83번길 23, 12동 227-1호 (송림동)",,
인천자월우편취급국,"인천광역시 옹진군 자월면 자월서로 164 (자월리, 자월면사무소)",,
인천중동우체국,인천광역시 중구 서해대로 366 (신흥동3가),,
인천항동우체국,"인천광역시 중구 연안부두로 67 (항동7가,인천항동우체국)",,
인천해상교환우체국,"인천광역시 중구 축항대로165번길 15 (항동7가, KCTC인천물류센터)",,
인천화평동우체국,"인천광역시 동구 송화로 10 (화평동,화평우체국)",,
검단우체국,인천광역시 서구 검단로 487 (마전동),,
서인천우체국,인천광역시 서구 서곶로 318 (심곡동),,
인천가정동우편취급국,인천광역시 서구 가정로406번길 18 (가정동),,
인천가좌1동우편취급국,인천광역시 서구 건지로 278 (가좌동),,
인천가좌2동우체국,인천광역시 서구 원적로96번길 27 (가좌동),,
인천검단산업단지우편취급국,"인천광역시 서구 오류동 1657-2, 가동 제 102호",,
인천검암동우체국,"인천광역시 서구 승학로 404 (검암동,인천검암동우체국)",,
인천공단우편취급국,인천광역시 서구 가재울로 72 (가좌동),,
인천불로동우편취급국,인천광역시 서구 검단로 807 (불로동),,
인천석남동우체국,인천광역시 서구 가정로 314 (석남동),,
인천원당우체국,인천광역시 서구 고산후로121번길 38 (원당동),,
인천청라1동우체국,인천광역시 서구 청라라임로 52(연희동),,
인천청라3동우편취급국,"인천광역시 서구 청라한내로 96(청라동 96-1), 108호 (청라동)",,
남인천우체국,인천광역시 남동구 경인로 514 (간석동),,
인천도화아파트우편취급국,"인천광역시 미추홀구 석정로 298 (도화동, 도화아파트우편취급국)",,
인천문학동우체국,인천광역시 미추홀구 소성로 337 (문학동),,
인천삼덕아파트우편취급국,인천광역시 미추홀구 석정로 437 (주안동),,
인천숭의3동우편취급국,"인천광역시 미추홀구 석정로126번길 6 (숭의동, 새마을금고)",,
인천숭의동우체국,인천광역시 미추홀구 인중로 4 (숭의동),,
인천용일우편취급국,"인천광역시 미추홀구 인주대로 200 (용현동, 용일새마을금고우편취급국)",,
인천용현5동우편취급국,인천광역시 미추홀구 토금북로 14-1 (용현동),,
인천주안4동우편취급국,인천광역시 미추홀구 경인로 418 (주안동),,
인천주안8동우편취급국,인천광역시 미추홀구 인하로 383(주안동),,
인천지방법원우체국,"인천광역시 미추홀구 소성로163번길 17 (학익동, 인천지방법원)",,
인천학익동우체국,인천광역시 미추홀구 한나루로 430 (학익동),,
인하대학교우편취급국,인천광역시 미추홀구 인하로 100 (용현동),,
주안우체국,인천광역시 미추홀구 제일로 32 (도화동),,
인천계산동우체국,인천광역시 계양구 경명대로 1053 (계산동),,
인천계양1동우편취급국,인천광역시 계양구 장기로9번길 2 (장기동),,
인천계양2동우편취급국,인천광역시 계양구 장제로 922 (병방동),,
인천계양우체국,인천광역시 계양구 계산새로 76 (계산동),,
인천작전동우체국,인천광역시 계양구 효서로 292 (작전동),,
인천효성동우체국,인천광역시 계양구 효서로 146 (효성동),,
고양가좌동우편취급국,경기도 고양시 일산서구 송산로 393,,
고양대화동우체국,경기도 고양시 일산서구 일산로 664,,
고양마두1동우편취급국,경기도 고양시 일산동구 일산로 284,,
고양백석동우체국,경기도 고양시 일산동구 강송로 123 (백석동),,
고양식사동우편취급국,"경기도 고양시 일산동구 위시티1로 7, 상가2동 108호 (식사동,위시티블루밍5단지아파트)",,
고양일산2동우체국,경기도 고양시 일산서구 원일로 90,,
고양일산우체국,경기도 고양시 일산동구 중앙로 1293,,
고양장촌우편취급국,경기도 고양시 일산서구 호수로838번길 65-12,,
고양정발산동우체국,경기도 고양시 일산동구 일산로 425,,
고양주엽동우체국,경기도 고양시 일산서구 주화로 80,,
고양중산우체국,경기도 고양시 일산동구 중산로 226,,
고양지원출장소,"경기도 고양시 일산동구 장백로 209 (장항동,의정부지방법원 고양지원)",,
고양탄현동우체국,경기도 고양시 일산서구 현중로36번길 7,,
고양풍산동우체국,경기도 고양시 일산동구 숲속마을로 56,,
국립암센터우편취급국,경기도 고양시 일산동구 일산로 323,,
제110군사우편출장소,경기도 고양시 일산동구 고양대로 927,,
고양능곡동우체국,경기도 고양시 덕양구 토당로 97 (토당동),,
고양덕양우체국,경기도 고양시 덕양구 백양로 132 (화정동),,
고양동우체국,경기도 고양시 덕양구 벽제관로 24 (고양동),,
고양삼송동우편취급국,경기도 고양시 덕양구 삼원로 15 (삼송동),,
고양주교동우체국,경기도 고양시 덕양구 호국로 793 (주교동),,
